state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
TX,98,area_code_415,False,False,0,217.2,121,303.4,73,197.1,71,12.4,2,0,True
WI,85,area_code_415,False,False,0,102.0,95,270.2,139,148.2,105,10.7,3,1,False
OH,72,area_code_510,False,False,0,138.9,111,211.6,102,179.5,91,10.8,3,1,False
GA,155,area_code_510,False,False,0,71.2,90,304.4,119,183.3,103,8.6,4,0,False
NC,76,area_code_510,False,False,0,165.7,94,257.4,80,170.8,114,10.0,4,1,False
FL,152,area_code_408,False,True,26,214.8,82,226.7,135,206.7,97,7.6,11,1,False
MO,109,area_code_415,False,False,0,200.1,72,300.9,120,236.0,68,11.9,5,0,False
KS,166,area_code_415,True,True,28,175.8,126,253.6,76,128.5,72,11.4,5,1,False
TN,137,area_code_408,False,False,0,75.8,107,256.9,98,204.4,118,10.5,3,2,False
IN,63,area_code_510,False,False,0,6.6,107,359.3,142,252.5,131,5.6,3,0,False
ND,101,area_code_415,False,True,28,105.9,132,231.7,107,281.3,120,10.7,5,1,False
AK,127,area_code_510,False,True,36,183.2,117,126.8,76,263.3,71,11.2,8,1,False
VA,113,area_code_408,False,True,34,44.9,63,134.2,82,168.4,118,13.3,3,1,False
MA,101,area_code_415,False,True,21,238.0,88,209.6,84,233.0,95,10.0,5,2,False
HI,232,area_code_415,False,False,0,248.2,128,211.2,96,147.1,117,10.0,6,2,False
NM,59,area_code_408,False,False,0,145.8,95,228.3,81,247.5,87,9.6,5,0,False
AL,42,area_code_415,False,True,21,125.5,67,166.7,90,227.1,97,11.0,1,2,False
MD,111,area_code_510,False,False,0,123.1,88,213.9,84,184.9,88,12.0,2,5,True
DC,106,area_code_415,False,False,0,147.7,105,215.0,129,267.2,95,11.0,3,1,False
NV,116,area_code_408,False,False,0,110.9,54,213.4,82,186.2,116,7.9,2,2,False
MN,120,area_code_415,False,True,31,211.0,117,238.7,77,184.5,99,14.0,8,1,False
OR,33,area_code_415,False,True,29,157.4,99,117.9,80,279.2,79,13.9,11,4,True
ME,77,area_code_415,False,False,0,208.8,117,175.4,81,171.5,105,13.4,3,0,False
SC,106,area_code_510,False,False,0,168.4,85,123.3,95,162.5,83,4.6,4,3,False
MI,127,area_code_510,False,True,25,203.8,118,267.1,48,225.1,105,7.3,5,0,False
VA,182,area_code_408,False,True,24,215.2,73,133.1,85,205.1,79,10.9,7,0,False
TN,102,area_code_408,False,False,0,157.4,83,47.3,102,160.4,92,11.4,5,0,False
DC,88,area_code_408,False,False,0,204.8,100,193.9,98,190.9,62,2.0,11,1,False
MN,158,area_code_408,False,False,0,209.9,112,221.3,82,210.0,93,8.2,3,1,False
CT,129,area_code_510,False,True,27,196.6,89,180.6,95,245.0,83,6.6,5,1,False
MS,107,area_code_415,False,False,0,220.1,103,200.4,94,272.6,147,7.4,5,2,False
IA,64,area_code_415,False,True,43,118.4,100,144.1,108,158.1,91,8.5,6,1,False
SD,149,area_code_408,False,True,28,180.7,92,187.8,64,265.5,53,12.6,3,3,False
WV,125,area_code_415,False,False,0,206.0,128,198.1,71,135.9,116,13.2,3,0,False
VA,21,area_code_415,False,False,0,223.2,142,216.5,114,214.7,111,12.4,2,1,False
OH,87,area_code_510,False,False,0,153.3,106,224.5,117,273.4,152,8.9,5,2,False
MN,99,area_code_408,False,False,0,128.8,86,203.9,105,282.6,131,14.1,4,2,False
FL,66,area_code_510,False,False,0,113.9,112,271.8,106,216.7,95,15.6,3,2,False
NH,78,area_code_408,False,True,28,130.5,109,173.3,99,192.2,106,10.4,3,3,False
KS,117,area_code_510,False,True,25,216.0,140,224.1,69,267.9,112,11.8,4,0,False
MD,79,area_code_415,False,False,0,81.2,91,215.7,126,245.9,85,10.9,4,1,False
NM,112,area_code_415,False,False,0,81.6,94,268.1,112,140.8,75,8.6,18,1,False
ID,77,area_code_415,False,False,0,251.8,72,205.7,126,275.2,109,9.8,7,2,True
MN,90,area_code_408,False,False,0,142.4,126,126.2,118,274.2,71,4.6,4,1,False
NC,114,area_code_408,False,False,0,193.0,101,250.0,81,133.3,79,9.6,2,2,False
DC,121,area_code_408,False,False,0,168.6,121,168.6,94,95.3,59,12.3,4,1,False
MD,42,area_code_408,False,False,0,196.5,89,241.3,123,143.2,105,4.0,7,0,False
TN,163,area_code_510,False,False,0,277.7,118,115.3,91,170.3,90,10.4,8,0,False
KS,92,area_code_510,False,False,0,325.4,73,127.8,100,209.9,98,9.3,10,1,True
ME,80,area_code_408,False,False,0,322.3,113,222.0,95,162.8,123,6.7,8,0,True
VT,122,area_code_415,False,False,0,136.7,115,243.1,137,188.9,110,8.6,4,0,False
HI,99,area_code_408,False,False,0,135.7,107,208.4,103,209.0,95,8.8,3,7,True
TN,128,area_code_510,False,True,40,272.2,112,239.9,111,257.3,124,11.6,2,1,False
WY,94,area_code_510,False,False,0,271.2,105,202.6,105,221.6,51,11.5,3,3,True
NY,104,area_code_415,False,True,26,189.1,112,178.2,97,199.3,104,11.1,4,1,False
IL,65,area_code_415,False,False,0,180.3,84,199.9,129,280.1,62,12.1,1,3,False
NJ,77,area_code_408,True,True,34,209.9,79,226.1,88,101.8,103,11.4,2,2,True
NJ,127,area_code_510,False,False,0,262.9,95,175.9,126,202.1,101,7.5,5,1,False
ND,135,area_code_510,True,True,24,127.7,54,215.0,105,234.3,84,5.8,4,2,False
OR,110,area_code_408,False,False,0,149.8,112,180.0,93,140.0,119,11.7,4,2,False
WA,177,area_code_415,False,False,0,266.1,91,225.2,79,224.7,58,8.9,8,3,True
DC,180,area_code_415,False,True,33,231.8,78,232.9,79,206.9,121,7.6,4,1,False
NM,124,area_code_408,False,False,0,244.6,91,125.1,70,303.4,104,12.0,5,0,False
OK,75,area_code_415,True,False,0,166.7,113,148.3,122,186.9,121,10.1,3,3,False
WA,112,area_code_408,False,False,0,135.1,112,226.3,85,115.2,108,11.1,6,1,False
ND,184,area_code_415,False,False,0,237.6,86,157.0,105,163.6,103,14.2,2,2,False
MI,91,area_code_408,False,False,0,134.7,116,295.3,98,195.5,121,6.6,5,2,False
WY,57,area_code_408,False,True,39,213.0,115,191.1,112,182.7,115,9.5,3,0,False
ID,69,area_code_510,True,False,0,199.7,121,189.4,92,264.0,120,11.1,4,6,True
IA,52,area_code_510,False,True,24,229.1,86,168.7,124,245.4,75,14.6,2,1,False
NJ,172,area_code_510,False,False,0,290.5,123,253.0,77,159.3,96,11.3,5,2,True
DC,66,area_code_415,False,False,0,146.4,107,196.5,99,230.1,106,7.8,2,1,False
WA,161,area_code_415,False,False,0,151.6,117,219.4,87,224.7,68,4.0,5,1,False
WY,87,area_code_415,False,True,22,263.8,65,103.4,115,208.1,109,8.5,3,3,False
NE,92,area_code_415,False,False,0,181.4,98,164.5,98,171.0,110,10.9,4,2,False
MA,61,area_code_415,False,True,28,239.9,110,218.9,87,166.0,46,12.1,4,1,False
WA,71,area_code_408,False,False,0,141.2,132,149.1,90,171.4,72,7.0,2,2,False
ID,174,area_code_408,False,False,0,192.1,97,169.9,94,166.6,54,11.4,4,1,False
MA,58,area_code_408,False,True,47,151.1,117,137.4,103,172.6,99,9.2,8,1,False
WV,139,area_code_415,False,False,0,271.6,130,156.0,131,136.3,108,11.6,9,2,False
SC,43,area_code_408,False,True,39,198.5,104,163.1,107,212.2,125,10.8,2,1,False
WI,95,area_code_415,False,False,0,198.9,101,209.7,91,145.3,55,11.4,4,1,False
OK,116,area_code_510,False,False,0,205.0,90,140.9,114,272.6,96,7.5,4,2,False
WI,96,area_code_510,False,True,18,172.7,86,133.4,113,259.5,70,9.8,3,1,False
AL,70,area_code_415,False,False,0,230.3,110,77.9,87,247.1,105,13.2,4,1,False
AZ,155,area_code_415,True,False,0,176.1,88,244.5,84,189.9,99,11.2,1,2,True
VA,153,area_code_510,False,False,0,195.4,107,154.6,96,142.8,97,11.6,6,1,False
ND,56,area_code_415,False,False,0,222.7,133,277.0,89,101.8,94,13.6,4,4,False
IL,118,area_code_415,False,False,0,103.6,107,82.0,149,169.5,103,6.6,6,0,False
NY,94,area_code_415,False,False,0,190.4,91,92.0,107,224.8,108,13.6,17,2,False
MA,78,area_code_415,False,False,0,130.8,64,223.7,116,227.8,108,10.0,5,1,False
AK,97,area_code_415,False,True,24,176.1,109,159.4,81,269.1,94,12.1,9,0,False
VA,66,area_code_415,False,False,0,145.6,105,250.9,82,156.6,102,12.2,7,1,False
CT,106,area_code_510,False,True,36,124.8,93,241.7,83,219.0,110,11.3,3,1,False
HI,97,area_code_415,False,True,43,121.1,105,260.2,115,222.4,100,8.3,5,3,False
MN,136,area_code_415,False,False,0,221.4,120,249.5,78,192.0,68,13.6,2,0,False
CT,124,area_code_415,False,False,0,151.0,98,120.6,119,152.8,81,9.2,2,2,False
MD,80,area_code_510,True,False,0,275.4,89,186.7,66,201.3,87,9.4,2,0,True
SC,104,area_code_415,False,False,0,109.1,141,187.1,140,216.6,100,10.0,4,3,False
ND,35,area_code_415,False,False,0,260.8,87,258.1,78,131.3,123,5.8,2,1,False
VT,106,area_code_510,True,False,0,196.7,100,210.2,109,173.8,83,7.8,1,4,True
ND,56,area_code_510,False,True,37,153.7,97,271.4,91,179.0,121,8.3,2,1,False
WV,78,area_code_408,False,False,0,226.3,88,306.2,81,200.9,120,7.8,11,1,True
SC,159,area_code_415,False,True,23,153.6,93,216.9,88,161.3,91,12.6,3,2,False
IL,53,area_code_415,False,False,0,214.3,138,232.2,99,0.0,0,8.3,5,1,False
NM,20,area_code_408,False,False,0,131.5,64,161.8,124,158.6,106,14.8,5,0,False
WI,114,area_code_415,False,True,26,137.1,88,155.7,125,247.6,94,11.5,7,2,False
TN,121,area_code_510,False,True,26,170.4,91,254.5,90,219.6,122,15.1,5,0,False
WV,191,area_code_408,False,False,0,162.0,104,241.2,120,210.4,83,10.9,7,1,False
WA,56,area_code_415,False,True,29,37.7,115,144.1,111,226.6,101,4.9,3,1,False
LA,109,area_code_408,False,False,0,123.0,111,237.2,103,258.8,91,9.3,12,1,False
UT,83,area_code_510,False,True,33,228.2,85,249.2,114,93.5,89,10.2,7,0,False
TN,112,area_code_415,False,False,0,272.5,119,226.1,94,159.1,94,16.4,5,3,True
ID,193,area_code_415,False,False,0,96.8,92,142.6,103,210.1,115,10.9,5,2,True
MA,97,area_code_408,False,False,0,217.6,81,320.5,51,150.7,110,4.2,3,0,False
WA,89,area_code_510,False,False,0,137.9,96,192.6,63,255.7,125,11.0,5,1,False
RI,87,area_code_415,False,False,0,210.7,46,215.6,116,170.4,79,13.2,3,1,False
CT,100,area_code_415,False,False,0,235.8,130,176.0,69,63.6,122,7.3,1,2,False
VT,60,area_code_415,False,False,0,193.9,118,85.0,110,210.1,134,13.2,8,3,False
IA,143,area_code_510,False,True,33,141.4,130,186.4,114,210.0,111,7.7,6,1,False
WV,62,area_code_408,False,False,0,128.7,111,169.5,104,193.6,97,10.3,5,1,False
RI,140,area_code_510,False,False,0,187.1,110,158.0,70,211.4,123,8.5,2,2,False
MN,56,area_code_415,False,False,0,222.9,100,145.2,110,170.6,129,5.6,8,1,False
MI,109,area_code_415,True,True,26,217.2,138,145.5,111,280.7,76,9.3,3,0,False
VT,121,area_code_415,True,True,44,254.1,127,180.2,108,196.2,129,8.7,4,3,False
DE,115,area_code_415,False,False,0,275.5,76,225.8,82,327.3,87,4.8,2,3,True
WY,146,area_code_415,False,True,11,180.7,82,173.7,90,231.5,89,10.1,4,2,False
MO,138,area_code_510,False,False,0,89.1,117,126.8,46,190.5,71,9.9,4,2,False
NV,48,area_code_408,False,False,0,247.6,114,172.3,110,264.4,107,7.1,3,1,False
ME,173,area_code_408,False,False,0,128.6,108,248.3,92,130.1,115,10.4,2,4,True
VT,95,area_code_510,False,False,0,203.4,96,168.6,61,173.0,105,13.7,3,2,False
TN,120,area_code_415,False,False,0,185.7,133,235.1,149,256.4,78,16.9,6,0,False
NV,121,area_code_408,False,True,44,116.0,85,150.1,120,246.8,98,12.0,2,1,False
WI,154,area_code_510,False,False,0,94.5,97,178.2,127,230.2,99,9.2,3,2,False
MS,162,area_code_415,False,False,0,70.7,108,157.5,87,154.8,82,9.1,3,4,True
NJ,83,area_code_408,False,False,0,48.4,105,139.7,86,154.1,80,11.5,4,2,False
WY,54,area_code_408,False,True,39,143.9,73,210.3,117,129.2,117,12.5,8,2,False
NH,8,area_code_415,False,False,0,176.0,97,234.2,136,193.5,134,8.5,5,1,False
IL,103,area_code_408,False,False,0,147.3,81,158.4,88,193.8,103,11.0,3,2,False
MI,108,area_code_408,True,False,0,115.1,114,211.3,70,136.1,85,13.8,3,2,True
KY,90,area_code_415,False,False,0,193.7,83,154.2,79,299.0,60,12.7,3,1,False
NJ,59,area_code_510,False,False,0,195.0,58,198.5,88,304.3,110,14.8,9,0,False
ME,146,area_code_415,False,False,0,174.3,113,200.7,107,281.2,145,11.6,3,4,False
AL,13,area_code_415,False,False,0,143.1,139,239.6,88,221.7,123,7.1,5,2,False
MN,24,area_code_510,False,True,25,164.9,110,209.3,105,231.2,55,6.7,9,1,False
KY,125,area_code_408,False,False,0,191.6,115,205.6,108,210.2,123,9.2,3,2,False
ID,224,area_code_510,False,False,0,111.4,133,175.0,66,217.2,106,5.5,6,3,False
KY,104,area_code_415,False,False,0,130.5,77,131.2,117,264.7,63,13.0,6,0,False
NY,99,area_code_415,False,False,0,182.6,83,154.5,111,196.0,57,12.1,5,0,False
VA,87,area_code_415,False,False,0,171.6,119,205.0,107,170.6,114,13.8,4,0,False
AL,55,area_code_415,False,True,28,222.5,134,177.8,106,194.6,90,9.7,4,2,False
WV,136,area_code_510,False,False,0,240.1,121,271.2,123,132.7,98,17.2,4,0,True
ID,68,area_code_415,False,False,0,186.5,108,190.2,107,187.8,103,11.0,5,1,False
WY,119,area_code_408,False,False,0,121.4,95,230.9,81,163.6,103,13.8,4,2,False
DC,94,area_code_415,False,True,31,209.3,90,281.7,111,190.1,66,7.9,5,0,False
TN,104,area_code_510,False,False,0,142.6,88,85.4,96,246.4,80,14.0,4,1,False
MO,142,area_code_415,False,True,30,154.0,75,165.8,97,270.0,83,10.8,5,1,False
NH,90,area_code_408,False,False,0,192.1,80,269.3,125,259.6,97,11.7,4,2,False
FL,113,area_code_510,False,False,0,92.6,85,177.6,92,159.8,72,14.4,4,3,False
LA,99,area_code_510,False,False,0,142.3,89,204.5,95,203.1,114,9.1,1,0,False
KS,117,area_code_415,False,False,0,184.8,83,248.6,101,133.1,113,9.6,8,1,False
UT,133,area_code_510,False,False,0,338.4,86,234.6,97,264.8,139,14.8,4,3,True
MT,173,area_code_510,False,True,20,60.2,100,118.1,76,230.1,131,13.3,4,1,False
NC,43,area_code_415,False,False,0,84.2,134,80.8,103,196.1,79,10.8,2,1,False
CO,86,area_code_415,False,False,0,217.8,93,214.7,95,228.7,70,11.3,7,0,False
MO,103,area_code_415,False,True,37,230.7,112,319.4,116,299.4,77,7.9,3,2,False
LA,114,area_code_415,False,False,0,169.2,96,149.9,83,196.9,119,4.6,4,2,False
OH,137,area_code_408,False,False,0,144.0,90,181.6,100,128.1,93,12.3,2,0,False
NM,158,area_code_408,False,False,0,172.4,114,256.6,69,235.3,104,0.0,0,2,False
ME,140,area_code_510,False,False,0,148.3,86,184.2,151,179.1,83,10.9,4,0,False
NV,161,area_code_415,False,False,0,72.8,120,267.1,120,222.5,91,11.8,2,2,False
ID,90,area_code_415,False,False,0,259.1,140,124.0,119,188.3,79,12.8,3,0,False
WA,143,area_code_510,False,False,0,133.4,107,223.9,117,180.4,85,10.2,13,1,False
IL,138,area_code_408,True,False,0,268.4,81,174.4,115,193.5,96,11.6,4,1,False
WV,84,area_code_408,False,False,0,86.0,83,260.7,86,98.6,109,8.9,4,1,False
AK,94,area_code_415,False,False,0,261.3,89,152.4,139,120.2,124,10.5,2,0,False
NY,181,area_code_415,True,False,0,161.3,83,124.4,83,262.0,98,14.1,3,0,True
AK,61,area_code_415,False,True,15,252.4,106,187.8,69,259.6,137,10.0,3,2,False
GA,120,area_code_510,False,False,0,147.7,101,144.1,71,237.0,115,11.1,5,0,False
CA,96,area_code_510,False,True,31,183.4,126,195.5,106,180.1,93,10.5,5,1,False
VA,76,area_code_510,False,True,33,189.7,66,212.8,65,165.7,108,10.0,5,1,False
AR,103,area_code_415,False,True,31,185.4,105,197.6,126,147.1,110,14.5,4,2,False
IL,130,area_code_415,False,False,0,155.9,95,256.1,97,262.9,103,11.7,3,3,False
FL,104,area_code_415,False,False,0,76.4,116,115.6,74,226.3,94,9.4,3,3,False
ID,123,area_code_415,False,False,0,132.2,122,169.9,101,150.1,123,12.9,11,3,True
SC,49,area_code_415,True,False,0,237.8,92,208.9,119,167.8,86,15.6,6,2,True
MA,72,area_code_415,False,False,0,141.9,98,188.1,63,115.2,49,12.0,5,2,False
IL,55,area_code_415,True,False,0,269.6,121,171.7,91,219.0,98,8.2,6,1,False
AZ,127,area_code_415,False,True,14,143.2,99,169.9,91,221.6,77,11.6,1,1,False
AZ,83,area_code_415,False,True,41,155.9,122,162.3,107,127.6,105,13.1,5,3,False
ME,102,area_code_415,False,False,0,228.1,86,156.0,97,227.9,124,10.6,9,1,False
LA,9,area_code_415,False,True,39,214.1,108,169.2,115,189.7,117,10.1,3,1,False
HI,148,area_code_510,True,False,0,218.9,88,208.0,85,203.3,99,11.1,4,0,False
MI,120,area_code_408,False,False,0,165.0,100,317.2,83,119.2,86,8.3,8,1,False
RI,111,area_code_415,False,False,0,229.4,107,214.1,99,289.6,95,10.4,6,4,False
KS,167,area_code_415,False,False,0,131.6,120,211.3,96,168.3,97,11.1,4,4,True
CT,94,area_code_415,False,False,0,200.2,113,128.9,116,278.9,109,10.4,5,0,False
AZ,141,area_code_510,False,True,22,215.4,123,328.7,98,160.5,89,7.8,6,1,False
TX,110,area_code_415,False,True,38,236.3,102,195.9,112,183.5,82,9.7,6,1,False
CT,163,area_code_408,False,True,40,231.9,56,211.8,91,268.5,74,12.3,3,2,False
PA,171,area_code_415,False,True,25,223.2,77,183.2,118,150.8,90,10.2,3,3,False
MA,17,area_code_415,True,False,0,162.8,118,229.6,91,332.7,94,13.6,3,0,True
IN,57,area_code_415,False,False,0,189.3,157,174.9,70,221.9,117,11.2,5,3,False
ND,84,area_code_415,False,True,33,159.1,106,149.8,101,213.4,108,13.0,18,1,False
WI,149,area_code_415,True,True,28,126.9,97,166.9,102,145.2,77,8.8,3,5,True
SC,64,area_code_510,False,True,40,210.0,116,232.7,89,168.8,94,5.9,4,8,False
IA,81,area_code_510,False,False,0,192.4,79,212.7,106,244.8,83,8.3,5,1,False
GA,90,area_code_415,False,False,0,113.2,108,189.3,63,271.8,124,14.1,4,3,False
MO,101,area_code_415,False,True,29,121.1,116,186.4,100,241.7,75,10.1,6,0,False
OR,100,area_code_415,False,True,20,123.7,98,200.8,125,181.0,118,9.6,5,1,False
WI,13,area_code_510,False,False,0,167.4,117,223.5,102,215.8,108,9.0,3,1,False
IN,158,area_code_408,False,False,0,119.8,123,262.2,122,219.8,111,12.4,5,1,False
NE,112,area_code_415,False,False,0,167.6,100,154.5,90,281.4,107,17.3,3,2,False
MO,161,area_code_510,False,False,0,221.7,95,193.0,82,194.1,113,6.5,4,3,False
KS,105,area_code_415,True,False,0,273.9,119,278.6,103,255.3,90,10.9,7,1,True
RI,28,area_code_510,False,False,0,180.8,109,288.8,58,191.9,91,14.1,6,2,False
VT,195,area_code_415,False,True,36,231.7,110,225.1,88,201.7,89,12.1,2,0,False
CA,37,area_code_415,False,False,0,191.1,69,129.2,113,207.5,117,12.9,1,0,False
MS,138,area_code_408,False,False,0,138.7,124,280.3,64,206.7,98,10.4,4,1,False
WV,67,area_code_415,False,True,30,129.6,107,233.0,104,297.0,93,14.5,5,1,False
LA,117,area_code_408,False,False,0,184.5,97,351.6,80,215.8,90,8.7,4,1,False
NV,22,area_code_510,False,False,0,160.4,108,218.1,88,192.9,115,12.5,4,1,False
MA,87,area_code_408,False,False,0,186.9,79,182.6,105,143.1,90,4.2,14,1,False
MT,28,area_code_415,False,False,0,121.7,48,125.8,112,261.6,122,8.3,2,6,True
AK,98,area_code_415,False,False,0,237.5,130,213.2,85,194.1,107,10.1,3,0,False
UT,108,area_code_415,False,False,0,210.6,117,164.2,103,201.4,68,9.4,5,0,False
WI,92,area_code_408,True,False,0,183.6,96,149.7,55,135.2,71,11.8,4,0,False
PA,141,area_code_510,False,False,0,215.6,113,200.6,81,153.8,107,12.4,6,1,False
DC,79,area_code_408,False,True,25,219.0,95,241.9,95,203.4,102,5.6,5,4,False
CO,63,area_code_415,False,False,0,211.8,84,230.9,137,217.1,99,10.7,9,3,False
TX,28,area_code_415,False,False,0,159.7,79,216.7,131,206.7,116,9.3,3,2,False
ME,112,area_code_415,False,False,0,185.4,114,191.4,119,144.0,78,10.0,11,2,False
WY,43,area_code_415,True,False,0,251.5,105,212.8,104,157.8,67,9.3,4,0,False
AR,63,area_code_510,False,True,49,214.9,86,198.2,89,170.8,139,8.2,5,0,False
HI,70,area_code_415,False,False,0,197.3,91,305.8,81,171.0,105,6.7,6,1,False
NH,161,area_code_415,False,False,0,173.4,100,213.7,74,141.5,69,11.5,4,1,False
HI,134,area_code_408,False,False,0,242.4,126,152.9,115,318.3,115,11.8,6,1,False
WI,41,area_code_408,False,False,0,202.9,97,153.8,104,113.5,92,9.0,3,3,False
MD,61,area_code_415,False,False,0,260.0,123,210.5,127,234.7,70,9.0,3,1,True
MS,78,area_code_510,False,False,0,131.6,102,290.4,134,190.5,95,0.0,0,3,False
NC,101,area_code_415,False,False,0,232.7,114,186.4,123,153.3,122,11.5,6,5,False
RI,101,area_code_415,False,False,0,176.5,105,198.6,136,210.2,150,7.7,5,0,False
NV,3,area_code_510,False,True,27,67.4,116,244.0,78,281.1,93,11.4,2,2,False
IN,94,area_code_510,False,False,0,245.0,112,180.4,91,262.9,105,9.7,6,1,False
ME,100,area_code_510,False,False,0,264.5,117,194.0,111,262.7,111,7.5,4,2,True
AZ,83,area_code_415,False,False,0,135.2,76,161.0,98,129.3,105,9.0,6,0,False
RI,138,area_code_510,True,False,0,286.2,61,187.2,60,146.2,114,11.0,4,2,True
WY,124,area_code_415,False,False,0,178.3,102,235.0,120,239.7,119,10.9,1,3,False
VT,107,area_code_510,False,True,28,201.8,79,304.9,128,225.6,133,11.9,8,1,False
ME,36,area_code_510,False,True,25,152.8,110,242.8,67,147.4,74,9.1,2,1,False
DC,70,area_code_415,False,False,0,152.8,145,183.6,102,151.8,75,10.5,2,1,False
AZ,76,area_code_408,False,True,12,98.4,100,187.5,119,177.0,68,15.1,3,1,False
LA,100,area_code_510,False,False,0,222.1,115,245.0,130,129.3,119,8.1,2,2,False
PA,119,area_code_408,False,False,0,287.1,115,159.3,99,216.8,86,13.9,1,2,True
AZ,85,area_code_408,False,False,0,201.4,52,229.4,104,252.5,106,12.0,3,1,False
AR,68,area_code_408,False,True,43,147.7,95,259.3,108,237.1,106,8.9,8,3,False
VA,129,area_code_408,False,False,0,207.0,91,154.9,121,245.1,112,13.4,5,3,False
CO,156,area_code_408,True,False,0,277.0,119,238.3,106,94.4,96,8.3,3,1,False
WI,103,area_code_415,False,False,0,180.2,134,97.7,85,181.7,134,8.4,3,1,False
NM,69,area_code_415,False,False,0,111.3,110,226.8,107,187.6,66,10.2,12,1,False
CT,169,area_code_510,False,False,0,192.8,98,273.2,125,266.3,102,11.4,6,2,False
KY,95,area_code_408,False,False,0,135.0,99,183.6,106,245.3,102,12.5,9,1,False
UT,139,area_code_510,False,False,0,258.7,94,190.3,132,247.2,73,11.4,2,1,True
MN,125,area_code_415,False,False,0,240.7,82,269.4,85,187.1,74,10.1,3,0,True
MT,113,area_code_415,False,False,0,283.9,98,137.1,91,159.0,110,11.3,5,2,False
NV,94,area_code_408,True,False,0,89.5,94,339.9,106,172.9,76,7.9,1,1,True
NV,118,area_code_510,False,True,35,256.3,119,258.1,91,215.5,130,11.7,1,1,False
IL,70,area_code_408,False,False,0,208.7,97,275.5,83,182.5,122,8.0,3,2,False
HI,40,area_code_415,True,True,21,147.4,117,262.8,110,202.0,97,10.9,5,0,False
WI,167,area_code_415,False,False,0,112.3,101,204.8,140,141.2,118,13.3,2,1,False
OH,116,area_code_415,False,True,27,204.7,118,209.4,91,212.9,67,7.0,2,2,False
ND,154,area_code_408,False,True,35,224.0,102,192.0,99,163.1,100,9.6,2,0,False
WY,141,area_code_408,False,False,0,301.4,87,269.2,111,148.6,95,14.4,5,0,True
IA,152,area_code_415,False,False,0,206.3,98,292.8,82,43.7,121,10.6,4,1,False
NC,111,area_code_408,False,False,0,224.9,117,191.9,127,229.9,97,10.3,3,0,False
